,Year,Age,Female,Male,Total,X.30,X.31,X.37,X.38
5344,1792,60,NA,NA,9110.3,NA,NA,NA,NA
5345,1792,61,NA,NA,8555.94,NA,NA,NA,NA
5346,1792,62,NA,NA,8013.97,NA,NA,NA,NA
5347,1792,63,NA,NA,7471.51,NA,NA,NA,NA
5348,1792,64,NA,NA,7034.28,NA,NA,NA,NA
5349,1792,65,NA,NA,6654.3,NA,NA,NA,NA
5350,1792,66,NA,NA,6425.55,NA,NA,NA,NA
5351,1792,67,NA,NA,6136.64,NA,NA,NA,NA
5352,1792,68,NA,NA,5729.35,NA,NA,NA,NA
5353,1792,69,NA,NA,5330.16,NA,NA,NA,NA
5354,1792,70,NA,NA,4925.56,NA,NA,NA,NA
5355,1792,71,NA,NA,4440.27,NA,NA,NA,NA
5356,1792,72,NA,NA,4009.14,NA,NA,NA,NA
5357,1792,73,NA,NA,3531.95,NA,NA,NA,NA
5358,1792,74,NA,NA,3124.57,NA,NA,NA,NA
5359,1792,75,NA,NA,2773.77,NA,NA,NA,NA
5360,1792,76,NA,NA,2477.92,NA,NA,NA,NA
5361,1792,77,NA,NA,2190.93,NA,NA,NA,NA
5362,1792,78,NA,NA,1889.36,NA,NA,NA,NA
5363,1792,79,NA,NA,1603.53,NA,NA,NA,NA
5364,1792,80,NA,NA,1512.53,NA,NA,NA,NA
5365,1792,81,NA,NA,1271.49,NA,NA,NA,NA
5366,1792,82,NA,NA,1043.18,NA,NA,NA,NA
5367,1792,83,NA,NA,NA,NA,NA,NA,NA
5368,1792,84,NA,NA,NA,NA,NA,NA,NA
5369,1792,85,NA,NA,NA,NA,NA,NA,NA
5370,1792,86,NA,NA,NA,NA,NA,NA,NA
5371,1792,87,NA,NA,NA,NA,NA,NA,NA
5372,1792,88,NA,NA,NA,NA,NA,NA,NA
5373,1792,89,NA,NA,NA,NA,NA,NA,NA
5374,1792,90,NA,NA,NA,NA,NA,NA,NA
5375,1792,91,NA,NA,NA,NA,NA,NA,NA
5376,NA,NA,NA,NA,NA,NA,NA,NA,NA
5377,1792,92,NA,NA,NA,NA,NA,NA,NA
5378,NA,NA,NA,NA,NA,NA,NA,NA,NA
5379,1792,93,NA,NA,NA,NA,NA,NA,NA
5380,NA,NA,NA,NA,NA,NA,NA,NA,NA
5381,1792,94,NA,NA,NA,NA,NA,NA,NA
5382,NA,NA,NA,NA,NA,NA,NA,NA,NA
5383,1792,95,NA,NA,NA,NA,NA,NA,NA
5384,29.75,NA,NA,NA,NA,NA,NA,NA,NA
5385,1792,96,NA,NA,NA,NA,NA,NA,NA
5386,18.73,NA,NA,NA,NA,NA,NA,NA,NA
5387,1792,97,NA,NA,NA,NA,NA,3.18,NA
5388,NA,NA,NA,NA,NA,NA,NA,NA,NA
5389,1792,98,NA,NA,NA,NA,NA,1.56,NA
5390,NA,NA,NA,NA,NA,NA,NA,NA,NA
5391,1792,99,NA,NA,NA,NA,NA,0.3,NA
5392,NA,NA,NA,NA,NA,NA,NA,NA,NA
5393,1792,NA,NA,NA,NA,NA,NA,NA,NA
5394,NA,NA,NA,NA,NA,NA,NA,NA,NA
5395,1792,NA,NA,NA,NA,NA,NA,NA,NA
5396,NA,NA,NA,NA,NA,NA,NA,NA,NA
5397,1792,NA,NA,NA,NA,NA,NA,NA,NA
5398,NA,NA,NA,NA,NA,NA,NA,NA,NA
5399,1792,NA,NA,NA,NA,NA,NA,NA,NA
5400,NA,NA,NA,NA,NA,NA,NA,NA,NA
5401,1792,NA,NA,NA,NA,NA,NA,NA,NA
5402,NA,NA,NA,NA,NA,NA,NA,NA,NA
5403,1792,NA,NA,NA,NA,NA,NA,NA,NA
5404,NA,NA,NA,NA,NA,NA,NA,NA,NA
5405,1792,NA,NA,NA,NA,NA,NA,NA,NA
5406,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,1792,NA,NA,NA,NA,NA,NA,NA,NA
5408,NA,NA,NA,NA,NA,NA,NA,NA,NA
5409,1792,NA,NA,NA,NA,NA,NA,NA,NA
5410,NA,NA,NA,NA,NA,NA,NA,NA,NA
5411,1792,NA,NA,NA,NA,NA,NA,NA,NA
5412,NA,NA,NA,NA,NA,NA,NA,NA,NA
5413,1792,NA,NA,NA,NA,NA,NA,NA,NA
5414,0,NA,NA,NA,NA,NA,NA,NA,NA
5415,1793,NA,0,NA,32541,NA,33124.5,NA,65665.5
5416,1793,NA,1,NA,28206.27,NA,28101.17,NA,56307.44
5417,1793,NA,2,NA,27479.23,NA,27180.83,NA,54660.06
5418,1793,NA,3,NA,28756.69,NA,28215.49,NA,56972.18
5419,1793,NA,4,NA,25077.31,NA,25116.01,NA,50193.32
5420,1793,NA,5,NA,21151.74,NA,21642.16,NA,42793.9
5421,1793,NA,6,NA,20892.06,NA,21465.22,NA,42357.28
5422,1793,NA,7,NA,20934.11,NA,21546.96,NA,42481.07
5423,1793,NA,8,NA,21343.04,NA,21847.87,NA,43190.91
5424,1793,NA,9,NA,22259.05,NA,22685.79,NA,44944.84
5425,1793,10,NA,22397.2,NA,22771.85,NA,45169.05,NA
5426,1793,11,NA,21664.02,NA,21957.16,NA,43621.18,NA
5427,1793,12,NA,20998.05,NA,21285.05,NA,42283.1,NA
5428,1793,13,NA,20579.29,NA,20760.13,NA,41339.42,NA
5429,1793,14,NA,20170.44,NA,20409.31,NA,40579.75,NA
5430,1793,15,NA,18873.2,NA,19205.55,NA,38078.75,NA
5431,1793,16,NA,19181.61,NA,19103.69,NA,38285.3,NA
5432,1793,17,NA,18816.08,NA,18328.59,NA,37144.67,NA
5433,1793,18,NA,19019.45,NA,18110.23,NA,37129.68,NA
5434,1793,19,NA,19722.15,NA,18500.44,NA,38222.59,NA
5435,1793,20,NA,18979.47,NA,17524.89,NA,36504.36,NA
5436,1793,21,NA,19301.6,NA,17589.15,NA,36890.75,NA
5437,1793,22,NA,19254.36,NA,17300.92,NA,36555.28,NA
5438,1793,23,NA,19152.29,NA,16959.67,NA,36111.96,NA
5439,1793,24,NA,18905.77,NA,16473.88,NA,35379.65,NA
5440,1793,25,NA,18036.19,NA,15493.38,NA,33529.57,NA
5441,1793,26,NA,18652.99,NA,16256.13,NA,34909.12,NA
5442,1793,27,NA,18730.51,NA,16591.34,NA,35321.85,NA
5443,1793,28,NA,18681.82,NA,16794.98,NA,35476.8,NA
5444,1793,29,NA,18446.49,NA,16863.67,NA,35310.16,NA
5445,1793,30,NA,18106.72,NA,16864.47,NA,34971.19,NA
5446,1793,31,NA,17773.61,NA,16475.82,NA,34249.43,NA
5447,1793,32,NA,17207.32,NA,15838.34,NA,33045.66,NA
5448,1793,33,NA,16744.44,NA,15246.16,NA,31990.6,NA
5449,1793,34,NA,15933.41,NA,14456.22,NA,30389.63,NA
5450,1793,35,NA,15379.37,NA,13878.65,NA,29258.02,NA
5451,1793,36,NA,15298.63,NA,14037.42,NA,29336.05,NA
5452,1793,37,NA,15836.44,NA,14656.03,NA,30492.47,NA
5453,1793,38,NA,16006.53,NA,14951.63,NA,30958.16,NA
5454,1793,39,NA,15973.03,NA,15002.28,NA,30975.31,NA
5455,1793,40,NA,16000.26,NA,15147.18,NA,31147.44,NA
5456,1793,41,NA,14944.67,NA,14064.4,NA,29009.07,NA
5457,1793,42,NA,14418.92,NA,13482.35,NA,27901.27,NA
5458,1793,43,NA,13638.54,NA,12708.89,NA,26347.43,NA
5459,1793,44,NA,12936.11,NA,11965.68,NA,24901.79,NA
5460,1793,45,NA,12341.8,NA,11386.36,NA,23728.16,NA
5461,1793,46,NA,12119.82,NA,11178.02,NA,23297.84,NA
5462,1793,47,NA,11960.62,NA,11027.14,NA,22987.76,NA
5463,1793,48,NA,11844.39,NA,10900.93,NA,22745.32,NA
5464,1793,49,NA,11777.37,NA,10764.06,NA,22541.43,NA
5465,1793,50,NA,11771.53,NA,10730.86,NA,22502.39,NA
5466,1793,51,NA,11218.64,NA,10074.95,NA,21293.59,NA
5467,1793,52,NA,10632,NA,NA,9403.84,NA,20035.84
5468,1793,53,NA,10081.93,NA,NA,8815.16,NA,18897.09
5469,1793,54,NA,NA,9517.39,NA,NA,NA,NA
5470,1793,55,NA,NA,9114.86,NA,NA,NA,NA
5471,1793,56,NA,NA,9316.63,NA,NA,NA,NA
5472,1793,57,NA,NA,9539.22,NA,NA,NA,NA
5473,1793,58,NA,NA,9628.68,NA,NA,NA,NA
5474,1793,59,NA,NA,9466.1,NA,NA,NA,NA
5475,1793,60,NA,NA,9263.22,NA,NA,NA,NA
5476,1793,61,NA,NA,8731.86,NA,NA,NA,NA
5477,1793,62,NA,NA,8164.32,NA,NA,NA,NA
5478,1793,63,NA,NA,7615.87,NA,NA,NA,NA
5479,1793,64,NA,NA,7073.72,NA,NA,NA,NA
5480,1793,65,NA,NA,6642.93,NA,NA,NA,NA
5481,1793,66,NA,NA,6397.28,NA,NA,NA,NA
5482,1793,67,NA,NA,6164.75,NA,NA,NA,NA
5483,1793,68,NA,NA,5866.95,NA,NA,NA,NA
5484,1793,69,NA,NA,5445.09,NA,NA,NA,NA
5485,1793,70,NA,NA,5028.87,NA,NA,NA,NA
5486,1793,71,NA,NA,4571.12,NA,NA,NA,NA
5487,1793,72,NA,NA,4080.89,NA,NA,NA,NA
5488,1793,73,NA,NA,3654.27,NA,NA,NA,NA
5489,1793,74,NA,NA,3190.85,NA,NA,NA,NA
5490,1793,75,NA,NA,2806.59,NA,NA,NA,NA
5491,1793,76,NA,NA,2467.04,NA,NA,NA,NA
5492,1793,77,NA,NA,2195.43,NA,NA,NA,NA
5493,1793,78,NA,NA,1928.9,NA,NA,NA,NA
5494,1793,79,NA,NA,1644.04,NA,NA,NA,NA
5495,1793,80,NA,NA,1537.86,NA,NA,NA,NA
5496,1793,81,NA,NA,1295.36,NA,NA,NA,NA
5497,1793,82,NA,NA,1070.29,NA,NA,NA,NA
5498,1793,83,NA,NA,NA,NA,NA,NA,NA
5499,1793,84,NA,NA,NA,NA,NA,NA,NA
5500,1793,85,NA,NA,NA,NA,NA,NA,NA
5501,1793,86,NA,NA,NA,NA,NA,NA,NA
5502,1793,87,NA,NA,NA,NA,NA,NA,NA
5503,1793,88,NA,NA,NA,NA,NA,NA,NA
5504,1793,89,NA,NA,NA,NA,NA,NA,NA
5505,1793,90,NA,NA,NA,NA,NA,NA,NA
5506,1793,91,NA,NA,NA,NA,NA,NA,NA
5507,NA,NA,NA,NA,NA,NA,NA,NA,NA
5508,1793,92,NA,NA,NA,NA,NA,NA,NA
5509,NA,NA,NA,NA,NA,NA,NA,NA,NA
5510,1793,93,NA,NA,NA,NA,NA,NA,NA
5511,NA,NA,NA,NA,NA,NA,NA,NA,NA
5512,1793,94,NA,NA,NA,NA,NA,NA,NA
5513,NA,NA,NA,NA,NA,NA,NA,NA,NA
5514,1793,95,NA,NA,NA,NA,NA,NA,NA
5515,29.93,NA,NA,NA,NA,NA,NA,NA,NA
5516,1793,96,NA,NA,NA,NA,NA,NA,NA
5517,19.3,NA,NA,NA,NA,NA,NA,NA,NA
5518,1793,97,NA,NA,NA,NA,NA,3.4,NA
5519,NA,NA,NA,NA,NA,NA,NA,NA,NA
5520,1793,98,NA,NA,NA,NA,NA,2,NA
5521,NA,NA,NA,NA,NA,NA,NA,NA,NA
5522,1793,99,NA,NA,NA,NA,NA,0.85,NA
5523,NA,NA,NA,NA,NA,NA,NA,NA,NA
5524,1793,NA,NA,NA,NA,NA,NA,NA,NA
5525,NA,NA,NA,NA,NA,NA,NA,NA,NA
5526,1793,NA,NA,NA,NA,NA,NA,NA,NA
5527,NA,NA,NA,NA,NA,NA,NA,NA,NA
5528,1793,NA,NA,NA,NA,NA,NA,NA,NA
5529,NA,NA,NA,NA,NA,NA,NA,NA,NA
5530,1793,NA,NA,NA,NA,NA,NA,NA,NA
5531,NA,NA,NA,NA,NA,NA,NA,NA,NA
5532,1793,NA,NA,NA,NA,NA,NA,NA,NA
5533,NA,NA,NA,NA,NA,NA,NA,NA,NA
5534,1793,NA,NA,NA,NA,NA,NA,NA,NA
5535,NA,NA,NA,NA,NA,NA,NA,NA,NA
5536,1793,NA,NA,NA,NA,NA,NA,NA,NA
5537,NA,NA,NA,NA,NA,NA,NA,NA,NA
5538,1793,NA,NA,NA,NA,NA,NA,NA,NA
5539,NA,NA,NA,NA,NA,NA,NA,NA,NA
5540,1793,NA,NA,NA,NA,NA,NA,NA,NA
5541,NA,NA,NA,NA,NA,NA,NA,NA,NA
5542,1793,NA,NA,NA,NA,NA,NA,NA,NA
5543,NA,NA,NA,NA,NA,NA,NA,NA,NA
5544,1793,NA,NA,NA,NA,NA,NA,NA,NA
5545,0,NA,NA,NA,NA,NA,NA,NA,NA
5546,1794,NA,0,NA,32561.5,NA,33196.5,NA,65758
5547,1794,NA,1,NA,30080.8,NA,29950.23,NA,60031.03
5548,1794,NA,2,NA,29181.2,NA,28845.77,NA,58026.97
5549,1794,NA,3,NA,28742.78,NA,28248.62,NA,56991.4
5550,1794,NA,4,NA,24715.72,NA,24644.88,NA,49360.6
5551,1794,NA,5,NA,21630.79,NA,22028.47,NA,43659.26
5552,1794,NA,6,NA,21658.15,NA,22144.13,NA,43802.28
5553,1794,NA,7,NA,21467.86,NA,22039.35,NA,43507.21
5554,1794,NA,8,NA,21555,NA,22168.34,NA,43723.34
5555,1794,NA,9,NA,22020.2,NA,22526.21,NA,44546.41
5556,1794,10,NA,22991.77,NA,23424.89,NA,46416.66,NA
5557,1794,11,NA,21852.45,NA,22268.85,NA,44121.3,NA
5558,1794,12,NA,21139.2,NA,21479.13,NA,42618.33,NA
5559,1794,13,NA,20492.01,NA,20826.84,NA,41318.85,NA
5560,1794,14,NA,20082.57,NA,20312.29,NA,40394.86,NA
5561,1794,15,NA,19680.98,NA,19964.39,NA,39645.37,NA
5562,1794,16,NA,19415.48,NA,19445.31,NA,38860.79,NA
5563,1794,17,NA,19733,NA,19337.57,NA,39070.57,NA
5564,1794,18,NA,19353.52,NA,18544.66,NA,37898.18,NA
5565,1794,19,NA,19557.02,NA,18315.08,NA,37872.1,NA
5566,1794,20,NA,20277.09,NA,18703.95,NA,38981.04,NA
5567,1794,21,NA,18733.65,NA,17115.64,NA,35849.29,NA
5568,1794,22,NA,19039.81,NA,17167.07,NA,36206.88,NA
5569,1794,23,NA,18986.24,NA,16881.34,NA,35867.58,NA
5570,1794,24,NA,18880.72,NA,16546.99,NA,35427.71,NA
5571,1794,25,NA,18629.79,NA,16069.8,NA,34699.59,NA
5572,1794,26,NA,18043.68,NA,15777.06,NA,33820.74,NA
5573,1794,27,NA,18656.16,NA,16555.19,NA,35211.35,NA
5574,1794,28,NA,18733.08,NA,16898.7,NA,35631.78,NA
5575,1794,29,NA,18681.29,NA,17102.25,NA,35783.54,NA
5576,1794,30,NA,18438.9,NA,17164.9,NA,35603.8,NA
5577,1794,31,NA,17719.12,NA,16406.83,NA,34125.95,NA
5578,1794,32,NA,17389.82,NA,16021.27,NA,33411.09,NA
5579,1794,33,NA,16834.01,NA,15395.24,NA,32229.25,NA
5580,1794,34,NA,16375.65,NA,14813.78,NA,31189.43,NA
5581,1794,35,NA,15584.51,NA,14046.8,NA,29631.31,NA
5582,1794,36,NA,15608.49,NA,14252.04,NA,29860.53,NA
5583,1794,37,NA,15529.37,NA,14419.57,NA,29948.94,NA
5584,1794,38,NA,16069.51,NA,15052.33,NA,31121.84,NA
5585,1794,39,NA,16236.12,NA,15349.24,NA,31585.36,NA
5586,1794,40,NA,16189.59,NA,15390.52,NA,31580.11,NA
5587,1794,41,NA,15502.02,NA,14648.32,NA,30150.34,NA
5588,1794,42,NA,14462.09,NA,13580.31,NA,28042.4,NA
5589,1794,43,NA,13937.25,NA,12997.76,NA,26935.01,NA
5590,1794,44,NA,13181.06,NA,12244.1,NA,25425.16,NA
5591,1794,45,NA,12503.75,NA,11524.05,NA,24027.8,NA
5592,1794,46,NA,12458.92,NA,11472.36,NA,23931.28,NA
5593,1794,47,NA,12238.01,NA,11261.54,NA,23499.55,NA
5594,1794,48,NA,12077.3,NA,11106.85,NA,23184.15,NA
5595,1794,49,NA,11956.52,NA,10974.69,NA,22931.21,NA
5596,1794,50,NA,11882.85,NA,10829.26,NA,22712.11,NA
5597,1794,51,NA,11287.01,NA,10250.22,NA,21537.23,NA
5598,1794,52,NA,10744.92,NA,NA,9608.77,NA,20353.69
5599,1794,53,NA,10172.87,NA,NA,8955.68,NA,19128.55
5600,1794,54,NA,NA,9639.34,NA,NA,NA,NA
5601,1794,55,NA,NA,9093.76,NA,NA,NA,NA
5602,1794,56,NA,NA,9122.12,NA,NA,NA,NA
5603,1794,57,NA,NA,9320.76,NA,NA,NA,NA
5604,1794,58,NA,NA,9531.38,NA,NA,NA,NA
5605,1794,59,NA,NA,9596.97,NA,NA,NA,NA
5606,1794,60,NA,NA,9399.08,NA,NA,NA,NA
5607,1794,61,NA,NA,8865.3,NA,NA,NA,NA
5608,1794,62,NA,NA,8317.14,NA,NA,NA,NA
5609,1794,63,NA,NA,7744.5,NA,NA,NA,NA
5610,1794,64,NA,NA,7201.98,NA,NA,NA,NA
5611,1794,65,NA,NA,6676.6,NA,NA,NA,NA
5612,1794,66,NA,NA,6407.09,NA,NA,NA,NA
5613,1794,67,NA,NA,6161.94,NA,NA,NA,NA
5614,1794,68,NA,NA,5920.83,NA,NA,NA,NA
5615,1794,69,NA,NA,5604.55,NA,NA,NA,NA
5616,1794,70,NA,NA,5156.37,NA,NA,NA,NA
5617,1794,71,NA,NA,4667.67,NA,NA,NA,NA
5618,1794,72,NA,NA,4198.4,NA,NA,NA,NA
5619,1794,73,NA,NA,3709.22,NA,NA,NA,NA
5620,1794,74,NA,NA,3296.34,NA,NA,NA,NA
5621,1794,75,NA,NA,2858.69,NA,NA,NA,NA
5622,1794,76,NA,NA,2499.49,NA,NA,NA,NA
5623,1794,77,NA,NA,2184.61,NA,NA,NA,NA
5624,1794,78,NA,NA,1931.74,NA,NA,NA,NA
5625,1794,79,NA,NA,1677.97,NA,NA,NA,NA
5626,1794,80,NA,NA,1574.08,NA,NA,NA,NA
5627,1794,81,NA,NA,1323.31,NA,NA,NA,NA
5628,1794,82,NA,NA,1096.3,NA,NA,NA,NA
5629,1794,83,NA,NA,NA,NA,NA,NA,NA
5630,1794,84,NA,NA,NA,NA,NA,NA,NA
5631,1794,85,NA,NA,NA,NA,NA,NA,NA
5632,1794,86,NA,NA,NA,NA,NA,NA,NA
5633,1794,87,NA,NA,NA,NA,NA,NA,NA
5634,1794,88,NA,NA,NA,NA,NA,NA,NA
5635,1794,89,NA,NA,NA,NA,NA,NA,NA
5636,1794,90,NA,NA,NA,NA,NA,NA,NA
5637,1794,91,NA,NA,NA,NA,NA,NA,NA
5638,NA,NA,NA,NA,NA,NA,NA,NA,NA
5639,1794,92,NA,NA,NA,NA,NA,NA,NA
5640,NA,NA,NA,NA,NA,NA,NA,NA,NA
5641,1794,93,NA,NA,NA,NA,NA,NA,NA
5642,NA,NA,NA,NA,NA,NA,NA,NA,NA
5643,1794,94,NA,NA,NA,NA,NA,NA,NA
5644,NA,NA,NA,NA,NA,NA,NA,NA,NA
5645,1794,95,NA,NA,NA,NA,NA,NA,NA
5646,27.38,NA,NA,NA,NA,NA,NA,NA,NA
5647,1794,96,NA,NA,NA,NA,NA,NA,NA
5648,16.81,NA,NA,NA,NA,NA,NA,NA,NA
5649,1794,97,NA,NA,NA,NA,NA,2.61,NA
5650,NA,NA,NA,NA,NA,NA,NA,NA,NA
5651,1794,98,NA,NA,NA,NA,NA,1.39,NA
5652,NA,NA,NA,NA,NA,NA,NA,NA,NA
5653,1794,99,NA,NA,NA,NA,NA,0.68,NA
5654,NA,NA,NA,NA,NA,NA,NA,NA,NA
5655,1794,NA,NA,NA,NA,NA,NA,NA,NA
5656,NA,NA,NA,NA,NA,NA,NA,NA,NA
5657,1794,NA,NA,NA,NA,NA,NA,NA,NA
5658,NA,NA,NA,NA,NA,NA,NA,NA,NA
5659,1794,NA,NA,NA,NA,NA,NA,NA,NA
5660,NA,NA,NA,NA,NA,NA,NA,NA,NA
5661,1794,NA,NA,NA,NA,NA,NA,NA,NA
5662,NA,NA,NA,NA,NA,NA,NA,NA,NA
5663,1794,NA,NA,NA,NA,NA,NA,NA,NA
5664,NA,NA,NA,NA,NA,NA,NA,NA,NA
5665,1794,NA,NA,NA,NA,NA,NA,NA,NA
5666,NA,NA,NA,NA,NA,NA,NA,NA,NA
5667,1794,NA,NA,NA,NA,NA,NA,NA,NA
5668,NA,NA,NA,NA,NA,NA,NA,NA,NA
5669,1794,NA,NA,NA,NA,NA,NA,NA,NA
5670,NA,NA,NA,NA,NA,NA,NA,NA,NA
5671,1794,NA,NA,NA,NA,NA,NA,NA,NA
5672,NA,NA,NA,NA,NA,NA,NA,NA,NA
5673,1794,NA,NA,NA,NA,NA,NA,NA,NA
5674,NA,NA,NA,NA,NA,NA,NA,NA,NA
5675,1794,NA,NA,NA,NA,NA,NA,NA,NA
5676,0,NA,NA,NA,NA,NA,NA,NA,NA
5677,1795,NA,0,NA,31577,NA,32261,NA,63838
5678,1795,NA,1,NA,30794.34,NA,30691.3,NA,61485.64
5679,1795,NA,2,NA,30779.16,NA,30355.2,NA,61134.36
5680,1795,NA,3,NA,30161.17,NA,29530.75,NA,59691.92
5681,1795,NA,4,NA,24895.33,NA,24898.25,NA,49793.58
5682,1795,NA,5,NA,21521.4,NA,21845.02,NA,43366.42
5683,1795,NA,6,NA,22028.21,NA,22443.69,NA,44471.9
5684,1795,NA,7,NA,22140.86,NA,22657.32,NA,44798.18
5685,1795,NA,8,NA,22023.83,NA,22635.25,NA,44659.08
5686,1795,NA,9,NA,22154.7,NA,22810.22,NA,44964.92
5687,1795,10,NA,22671.32,NA,23211.66,NA,45882.98,NA
5688,1795,11,NA,22440.03,NA,22889.91,NA,45329.94,NA
5689,1795,12,NA,21335.79,NA,21763.58,NA,43099.37,NA
5690,1795,13,NA,20639.73,NA,20991.21,NA,41630.94,NA
5691,1795,14,NA,20007.13,NA,20355.64,NA,40362.77,NA
5692,1795,15,NA,19602.03,NA,19853.51,NA,39455.54,NA
5693,1795,16,NA,20159.34,NA,20128.46,NA,40287.8,NA
5694,1795,17,NA,19883.89,NA,19603.74,NA,39487.63,NA
5695,1795,18,NA,20209.65,NA,19493.14,NA,39702.79,NA
5696,1795,19,NA,19818.59,NA,18685.14,NA,38503.73,NA
5697,1795,20,NA,20022.25,NA,18439.26,NA,38461.51,NA
5698,1795,21,NA,20021.67,NA,18311.89,NA,38333.56,NA
5699,1795,22,NA,18499.05,NA,16755.5,NA,35254.55,NA
5700,1795,23,NA,18786.13,NA,16789.88,NA,35576.01,NA
5701,1795,24,NA,18720.89,NA,16502.47,NA,35223.36,NA
5702,1795,25,NA,18604.99,NA,16170.79,NA,34775.78,NA
5703,1795,26,NA,18664.83,NA,16360.34,NA,35025.17,NA
5704,1795,27,NA,18063.54,NA,16055.71,NA,34119.25,NA
5705,1795,28,NA,18670.88,NA,16847.03,NA,35517.91,NA
5706,1795,29,NA,18748.76,NA,17198.13,NA,35946.89,NA
5707,1795,30,NA,18696.24,NA,17401.56,NA,36097.8,NA
5708,1795,31,NA,18049.29,NA,16691.02,NA,34740.31,NA
5709,1795,32,NA,17340.22,NA,15943.75,NA,33283.97,NA
5710,1795,33,NA,17016.84,NA,15564.85,NA,32581.69,NA
5711,1795,34,NA,16472.91,NA,14953.82,NA,31426.73,NA
5712,1795,35,NA,16019.38,NA,14387.43,NA,30406.81,NA
5713,1795,36,NA,15743.46,NA,14390.76,NA,30134.22,NA
5714,1795,37,NA,15760.99,NA,14600.99,NA,30361.98,NA
5715,1795,38,NA,15675.86,NA,14771.37,NA,30447.23,NA
5716,1795,39,NA,16203.81,NA,15408.95,NA,31612.76,NA
5717,1795,40,NA,16354.62,NA,15699,NA,32053.62,NA
5718,1795,41,NA,15679.28,NA,14851.53,NA,30530.81,NA
5719,1795,42,NA,14995.29,NA,14112.86,NA,29108.15,NA
5720,1795,43,NA,13973.77,NA,13062.82,NA,27036.59,NA
5721,1795,44,NA,13456.04,NA,12483.28,NA,25939.32,NA
5722,1795,45,NA,12735.45,NA,11756.9,NA,24492.35,NA
5723,1795,46,NA,12571.06,NA,11575.14,NA,24146.2,NA
5724,1795,47,NA,12534.67,NA,11522.48,NA,24057.15,NA
5725,1795,48,NA,12314.21,NA,11305.96,NA,23620.17,NA
5726,1795,49,NA,12148.12,NA,11142.52,NA,23290.64,NA
5727,1795,50,NA,12016.73,NA,10998.35,NA,23015.08,NA
5728,1795,51,NA,11377.52,NA,10315.69,NA,21693.21,NA
5729,1795,52,NA,10787.48,NA,NA,9745.3,NA,20532.78
5730,1795,53,NA,10252.46,NA,NA,9118.33,NA,19370.79
5731,1795,54,NA,NA,9690.82,NA,NA,NA,NA
5732,1795,55,NA,NA,9168.67,NA,NA,NA,NA
5733,1795,56,NA,NA,9096.87,NA,NA,NA,NA
5734,1795,57,NA,NA,9114.85,NA,NA,NA,NA
5735,1795,58,NA,NA,9299.95,NA,NA,NA,NA
5736,1795,59,NA,NA,9489.66,NA,NA,NA,NA
5737,1795,60,NA,NA,9525.65,NA,NA,NA,NA
5738,1795,61,NA,NA,8990.95,NA,NA,NA,NA
5739,1795,62,NA,NA,8435.27,NA,NA,NA,NA
5740,1795,63,NA,NA,7874.38,NA,NA,NA,NA
5741,1795,64,NA,NA,7298.25,NA,NA,NA,NA
5742,1795,65,NA,NA,6761.57,NA,NA,NA,NA
5743,1795,66,NA,NA,6456.87,NA,NA,NA,NA
5744,1795,67,NA,NA,6177.37,NA,NA,NA,NA
5745,1795,68,NA,NA,5916.08,NA,NA,NA,NA
5746,1795,69,NA,NA,5652.11,NA,NA,NA,NA
5747,1795,70,NA,NA,5306.74,NA,NA,NA,NA
5748,1795,71,NA,NA,4786.34,NA,NA,NA,NA
5749,1795,72,NA,NA,4278.16,NA,NA,NA,NA
5750,1795,73,NA,NA,3801.26,NA,NA,NA,NA
5751,1795,74,NA,NA,3315.5,NA,NA,NA,NA
5752,1795,75,NA,NA,2919.18,NA,NA,NA,NA
5753,1795,76,NA,NA,2549.86,NA,NA,NA,NA
5754,1795,77,NA,NA,2204.69,NA,NA,NA,NA
5755,1795,78,NA,NA,1903.29,NA,NA,NA,NA
5756,1795,79,NA,NA,1663.99,NA,NA,NA,NA
5757,1795,80,NA,NA,1610.8,NA,NA,NA,NA
5758,1795,81,NA,NA,1338.28,NA,NA,NA,NA
5759,1795,82,NA,NA,1101,NA,NA,NA,NA
5760,1795,83,NA,NA,NA,NA,NA,NA,NA
5761,1795,84,NA,NA,NA,NA,NA,NA,NA
5762,1795,85,NA,NA,NA,NA,NA,NA,NA
5763,1795,86,NA,NA,NA,NA,NA,NA,NA
5764,1795,87,NA,NA,NA,NA,NA,NA,NA
5765,1795,88,NA,NA,NA,NA,NA,NA,NA
5766,1795,89,NA,NA,NA,NA,NA,NA,NA
5767,1795,90,NA,NA,NA,NA,NA,NA,NA
5768,1795,91,NA,NA,NA,NA,NA,NA,NA
5769,NA,NA,NA,NA,NA,NA,NA,NA,NA
5770,1795,92,NA,NA,NA,NA,NA,NA,NA
5771,NA,NA,NA,NA,NA,NA,NA,NA,NA
5772,1795,93,NA,NA,NA,NA,NA,NA,NA
5773,NA,NA,NA,NA,NA,NA,NA,NA,NA
5774,1795,94,NA,NA,NA,NA,NA,NA,NA
5775,NA,NA,NA,NA,NA,NA,NA,NA,NA
5776,1795,95,NA,NA,NA,NA,NA,NA,NA
5777,26.52,NA,NA,NA,NA,NA,NA,NA,NA
5778,1795,96,NA,NA,NA,NA,NA,NA,NA
5779,16.11,NA,NA,NA,NA,NA,NA,NA,NA
5780,1795,97,NA,NA,NA,NA,NA,1.45,NA
