,Year,Age,Female,Male,Total,X.30,X.31,X.37,X.38
13569,1855,72,NA,NA,6033.55,NA,NA,NA,NA
13570,1855,73,NA,NA,5710.75,NA,NA,NA,NA
13571,1855,74,NA,NA,5521.62,NA,NA,NA,NA
13572,1855,75,NA,NA,4867.66,NA,NA,NA,NA
13573,1855,76,NA,NA,4291.58,NA,NA,NA,NA
13574,1855,77,NA,NA,3634.87,NA,NA,NA,NA
13575,1855,78,NA,NA,3063.16,NA,NA,NA,NA
13576,1855,79,NA,NA,2619.23,NA,NA,NA,NA
13577,1855,80,NA,NA,2387.44,NA,NA,NA,NA
13578,1855,81,NA,NA,1631.5,NA,NA,NA,NA
13579,1855,82,NA,NA,1438.05,NA,NA,NA,NA
13580,1855,83,NA,NA,1204.73,NA,NA,NA,NA
13581,1855,84,NA,NA,NA,NA,NA,NA,NA
13582,1855,85,NA,NA,NA,NA,NA,NA,NA
13583,1855,86,NA,NA,NA,NA,NA,NA,NA
13584,1855,87,NA,NA,NA,NA,NA,NA,NA
13585,1855,88,NA,NA,NA,NA,NA,NA,NA
13586,1855,89,NA,NA,NA,NA,NA,NA,NA
13587,1855,90,NA,NA,NA,NA,NA,NA,NA
13588,1855,91,NA,NA,NA,NA,NA,NA,NA
13589,1855,92,NA,NA,NA,NA,NA,NA,NA
13590,NA,NA,NA,NA,NA,NA,NA,NA,NA
13591,1855,93,NA,NA,NA,NA,NA,NA,NA
13592,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,1855,94,NA,NA,NA,NA,NA,NA,NA
13594,NA,NA,NA,NA,NA,NA,NA,NA,NA
13595,1855,95,NA,NA,NA,NA,NA,NA,NA
13596,19.63,NA,NA,NA,NA,NA,NA,NA,NA
13597,1855,96,NA,NA,NA,NA,NA,1.51,NA
13598,NA,NA,NA,NA,NA,NA,NA,NA,NA
13599,1855,97,NA,NA,NA,NA,NA,0.98,NA
13600,NA,NA,NA,NA,NA,NA,NA,NA,NA
13601,1855,98,NA,NA,NA,NA,NA,0.52,NA
13602,NA,NA,NA,NA,NA,NA,NA,NA,NA
13603,1855,99,NA,NA,NA,NA,NA,0.48,NA
13604,NA,NA,NA,NA,NA,NA,NA,NA,NA
13605,1855,NA,NA,NA,NA,NA,NA,NA,NA
13606,NA,NA,NA,NA,NA,NA,NA,NA,NA
13607,1855,NA,NA,NA,NA,NA,NA,NA,NA
13608,NA,NA,NA,NA,NA,NA,NA,NA,NA
13609,1855,NA,NA,NA,NA,NA,NA,NA,NA
13610,NA,NA,NA,NA,NA,NA,NA,NA,NA
13611,1855,NA,NA,NA,NA,NA,NA,NA,NA
13612,NA,NA,NA,NA,NA,NA,NA,NA,NA
13613,1855,NA,NA,NA,NA,NA,NA,NA,NA
13614,NA,NA,NA,NA,NA,NA,NA,NA,NA
13615,1855,NA,NA,NA,NA,NA,NA,NA,NA
13616,NA,NA,NA,NA,NA,NA,NA,NA,NA
13617,1855,NA,NA,NA,NA,NA,NA,NA,NA
13618,NA,NA,NA,NA,NA,NA,NA,NA,NA
13619,1855,NA,NA,NA,NA,NA,NA,NA,NA
13620,NA,NA,NA,NA,NA,NA,NA,NA,NA
13621,1855,NA,NA,NA,NA,NA,NA,NA,NA
13622,NA,NA,NA,NA,NA,NA,NA,NA,NA
13623,1855,NA,NA,NA,NA,NA,NA,NA,NA
13624,NA,NA,NA,NA,NA,NA,NA,NA,NA
13625,1855,NA,NA,NA,NA,NA,NA,NA,NA
13626,0,NA,NA,NA,NA,NA,NA,NA,NA
13627,1856,NA,0,NA,50851.5,NA,52688.5,103540,NA
13628,1856,NA,1,NA,48541.51,NA,48970.01,NA,97511.52
13629,1856,NA,2,NA,46390.99,NA,46823.49,NA,93214.48
13630,1856,NA,3,NA,44241.74,NA,44933.03,NA,89174.77
13631,1856,NA,4,NA,42157.76,NA,42227.97,NA,84385.73
13632,1856,NA,5,NA,40902.33,NA,39920.82,NA,80823.15
13633,1856,NA,6,NA,41991.41,NA,40991.44,NA,82982.85
13634,1856,NA,7,NA,38637.76,NA,37761.6,NA,76399.36
13635,1856,NA,8,NA,36373.73,NA,35911.51,NA,72285.24
13636,1856,NA,9,NA,34925.27,NA,35093.13,NA,70018.4
13637,1856,10,NA,35944.52,NA,36064.96,NA,72009.48,NA
13638,1856,11,NA,36889.92,NA,37205.68,NA,74095.6,NA
13639,1856,12,NA,34848.77,NA,35382.17,NA,70230.94,NA
13640,1856,13,NA,36157.47,NA,36133.75,NA,72291.22,NA
13641,1856,14,NA,35730.82,NA,35431.44,NA,71162.26,NA
13642,1856,15,NA,38280.71,NA,37936.85,NA,76217.56,NA
13643,1856,16,NA,35468.29,NA,34816.44,NA,70284.73,NA
13644,1856,17,NA,32826.88,NA,32136.88,NA,64963.76,NA
13645,1856,18,NA,32089.24,NA,31546.59,NA,63635.83,NA
13646,1856,19,NA,32111.87,NA,31421.25,NA,63533.12,NA
13647,1856,20,NA,32646.67,NA,31978.69,NA,64625.36,NA
13648,1856,21,NA,33027.76,NA,32211.19,NA,65238.95,NA
13649,1856,22,NA,33390.48,NA,32590.38,NA,65980.86,NA
13650,1856,23,NA,31296.42,NA,30786.28,NA,62082.7,NA
13651,1856,24,NA,29716.17,NA,28923.96,NA,58640.13,NA
13652,1856,25,NA,31396.26,NA,30253.79,NA,61650.05,NA
13653,1856,26,NA,32065.07,NA,30654.71,NA,62719.78,NA
13654,1856,27,NA,30591.25,NA,28830.85,NA,59422.1,NA
13655,1856,28,NA,27459.73,NA,26508.4,NA,53968.13,NA
13656,1856,29,NA,29528.68,NA,28307.76,NA,57836.44,NA
13657,1856,30,NA,30728.87,NA,29650.77,NA,60379.64,NA
13658,1856,31,NA,29457.48,NA,28143.72,NA,57601.2,NA
13659,1856,32,NA,30207.01,NA,28943.8,NA,59150.81,NA
13660,1856,33,NA,29485.03,NA,27973.02,NA,57458.05,NA
13661,1856,34,NA,28611.1,NA,27493.69,NA,56104.79,NA
13662,1856,35,NA,26200.34,NA,24960.57,NA,51160.91,NA
13663,1856,36,NA,24585.25,NA,23465.61,NA,48050.86,NA
13664,1856,37,NA,24653.02,NA,23524.33,NA,48177.35,NA
13665,1856,38,NA,23917.04,NA,22505.84,NA,46422.88,NA
13666,1856,39,NA,24431.36,NA,23052.66,NA,47484.02,NA
13667,1856,40,NA,23590.82,NA,21897.96,NA,45488.78,NA
13668,1856,41,NA,21279.71,NA,19868.09,NA,41147.8,NA
13669,1856,42,NA,18836.44,NA,17427.49,NA,36263.93,NA
13670,1856,43,NA,20794.89,NA,18830.22,NA,39625.11,NA
13671,1856,44,NA,21172.14,NA,19419.24,NA,40591.38,NA
13672,1856,45,NA,20034.51,NA,18184.77,NA,38219.28,NA
13673,1856,46,NA,16561.05,NA,14644.68,NA,31205.73,NA
13674,1856,47,NA,16438.38,NA,14650.39,NA,31088.77,NA
13675,1856,48,NA,17559.66,NA,15603.58,NA,33163.24,NA
13676,1856,49,NA,16639.9,NA,14766.07,NA,31405.97,NA
13677,1856,50,NA,16444.94,NA,14409.06,NA,30854,NA
13678,1856,51,NA,16314.29,NA,14149.82,NA,30464.11,NA
13679,1856,52,NA,16292.49,NA,14135.34,NA,30427.83,NA
13680,1856,53,NA,17130.38,NA,14657.59,NA,31787.97,NA
13681,1856,54,NA,15602.9,NA,13345.19,NA,28948.09,NA
13682,1856,55,NA,14482.56,NA,12465.81,NA,26948.37,NA
13683,1856,56,NA,15100.07,NA,12571.93,NA,27672,NA
13684,1856,57,NA,14837.19,NA,12318.09,NA,27155.28,NA
13685,1856,58,NA,14723.12,NA,12212.87,NA,26935.99,NA
13686,1856,59,NA,14345.56,NA,11764.31,NA,26109.87,NA
13687,1856,60,NA,13125.47,NA,10756.57,NA,23882.04,NA
13688,1856,61,NA,13259.37,NA,10467.36,NA,23726.73,NA
13689,1856,62,NA,12913.56,NA,10179.28,NA,23092.84,NA
13690,1856,63,NA,12861.63,NA,NA,9811.39,NA,22673.02
13691,1856,64,NA,11649.46,NA,NA,8787.89,NA,20437.35
13692,1856,65,NA,10367.64,NA,NA,7683.46,NA,18051.1
13693,1856,66,NA,NA,9777.78,NA,NA,NA,NA
13694,1856,67,NA,NA,9501.8,NA,NA,NA,NA
13695,1856,68,NA,NA,8525.52,NA,NA,NA,NA
13696,1856,69,NA,NA,8151.76,NA,NA,NA,NA
13697,1856,70,NA,NA,7469.45,NA,NA,NA,NA
13698,1856,71,NA,NA,6774.89,NA,NA,NA,NA
13699,1856,72,NA,NA,5946.76,NA,NA,NA,NA
13700,1856,73,NA,NA,5588.6,NA,NA,NA,NA
13701,1856,74,NA,NA,5243.8,NA,NA,NA,NA
13702,1856,75,NA,NA,5053.2,NA,NA,NA,NA
13703,1856,76,NA,NA,4326.56,NA,NA,NA,NA
13704,1856,77,NA,NA,3761.65,NA,NA,NA,NA
13705,1856,78,NA,NA,3135.62,NA,NA,NA,NA
13706,1856,79,NA,NA,2604.47,NA,NA,NA,NA
13707,1856,80,NA,NA,2443.9,NA,NA,NA,NA
13708,1856,81,NA,NA,2014.64,NA,NA,NA,NA
13709,1856,82,NA,NA,1345.92,NA,NA,NA,NA
13710,1856,83,NA,NA,1167.42,NA,NA,NA,NA
13711,1856,84,NA,NA,NA,NA,NA,NA,NA
13712,1856,85,NA,NA,NA,NA,NA,NA,NA
13713,1856,86,NA,NA,NA,NA,NA,NA,NA
13714,1856,87,NA,NA,NA,NA,NA,NA,NA
13715,1856,88,NA,NA,NA,NA,NA,NA,NA
13716,1856,89,NA,NA,NA,NA,NA,NA,NA
13717,1856,90,NA,NA,NA,NA,NA,NA,NA
13718,1856,91,NA,NA,NA,NA,NA,NA,NA
13719,1856,92,NA,NA,NA,NA,NA,NA,NA
13720,NA,NA,NA,NA,NA,NA,NA,NA,NA
13721,1856,93,NA,NA,NA,NA,NA,NA,NA
13722,NA,NA,NA,NA,NA,NA,NA,NA,NA
13723,1856,94,NA,NA,NA,NA,NA,NA,NA
13724,41.12,NA,NA,NA,NA,NA,NA,NA,NA
13725,1856,95,NA,NA,NA,NA,NA,NA,NA
13726,25.96,NA,NA,NA,NA,NA,NA,NA,NA
13727,1856,96,NA,NA,NA,NA,NA,2.89,NA
13728,NA,NA,NA,NA,NA,NA,NA,NA,NA
13729,1856,97,NA,NA,NA,NA,NA,0.49,NA
13730,NA,NA,NA,NA,NA,NA,NA,NA,NA
13731,1856,98,NA,NA,NA,NA,NA,0,NA
13732,NA,NA,NA,NA,NA,NA,NA,NA,NA
13733,1856,99,NA,NA,NA,NA,NA,0.52,NA
13734,NA,NA,NA,NA,NA,NA,NA,NA,NA
13735,1856,NA,NA,NA,NA,NA,NA,NA,NA
13736,NA,NA,NA,NA,NA,NA,NA,NA,NA
13737,1856,NA,NA,NA,NA,NA,NA,NA,NA
13738,NA,NA,NA,NA,NA,NA,NA,NA,NA
13739,1856,NA,NA,NA,NA,NA,NA,NA,NA
13740,NA,NA,NA,NA,NA,NA,NA,NA,NA
13741,1856,NA,NA,NA,NA,NA,NA,NA,NA
13742,NA,NA,NA,NA,NA,NA,NA,NA,NA
13743,1856,NA,NA,NA,NA,NA,NA,NA,NA
13744,NA,NA,NA,NA,NA,NA,NA,NA,NA
13745,1856,NA,NA,NA,NA,NA,NA,NA,NA
13746,NA,NA,NA,NA,NA,NA,NA,NA,NA
13747,1856,NA,NA,NA,NA,NA,NA,NA,NA
13748,NA,NA,NA,NA,NA,NA,NA,NA,NA
13749,1856,NA,NA,NA,NA,NA,NA,NA,NA
13750,NA,NA,NA,NA,NA,NA,NA,NA,NA
13751,1856,NA,NA,NA,NA,NA,NA,NA,NA
13752,NA,NA,NA,NA,NA,NA,NA,NA,NA
13753,1856,NA,NA,NA,NA,NA,NA,NA,NA
13754,NA,NA,NA,NA,NA,NA,NA,NA,NA
13755,1856,NA,NA,NA,NA,NA,NA,NA,NA
13756,0,NA,NA,NA,NA,NA,NA,NA,NA
13757,1857,NA,0,NA,50846,NA,52701.5,103547.5,NA
13758,1857,NA,1,NA,47752.01,NA,48249.07,NA,96001.08
13759,1857,NA,2,NA,48623.49,NA,49033.93,NA,97657.42
13760,1857,NA,3,NA,46835.44,NA,47331.04,NA,94166.48
13761,1857,NA,4,NA,41440.56,NA,41751.46,NA,83192.02
13762,1857,NA,5,NA,39678.34,NA,39409.07,NA,79087.41
13763,1857,NA,6,NA,39681.6,NA,39022,NA,78703.6
13764,1857,NA,7,NA,41016.33,NA,40348.95,NA,81365.28
13765,1857,NA,8,NA,37838.93,NA,37269.06,NA,75107.99
13766,1857,NA,9,NA,35735.8,NA,35566.42,NA,71302.22
13767,1857,10,NA,34380.57,NA,34840.38,NA,69220.95,NA
13768,1857,11,NA,36418.1,NA,36349.07,NA,72767.17,NA
13769,1857,12,NA,37423.55,NA,37567.12,NA,74990.67,NA
13770,1857,13,NA,35367.93,NA,35748.7,NA,71116.63,NA
13771,1857,14,NA,36743.35,NA,36561.23,NA,73304.58,NA
13772,1857,15,NA,36316.21,NA,35867.66,NA,72183.87,NA
13773,1857,16,NA,37249.39,NA,36926.71,NA,74176.1,NA
13774,1857,17,NA,34494.25,NA,33867.43,NA,68361.68,NA
13775,1857,18,NA,31918.66,NA,31248.64,NA,63167.3,NA
13776,1857,19,NA,31197.48,NA,30662.05,NA,61859.53,NA
13777,1857,20,NA,31214.04,NA,30514.04,NA,61728.08,NA
13778,1857,21,NA,32109.34,NA,31410.02,NA,63519.36,NA
13779,1857,22,NA,32486.83,NA,31631.83,NA,64118.66,NA
13780,1857,23,NA,32845.7,NA,32003.04,NA,64848.74,NA
13781,1857,24,NA,30767.09,NA,30212.56,NA,60979.65,NA
13782,1857,25,NA,29211.9,NA,28385.07,NA,57596.97,NA
13783,1857,26,NA,31505.35,NA,30294.45,NA,61799.8,NA
13784,1857,27,NA,32174.29,NA,30699.99,NA,62874.28,NA
13785,1857,28,NA,30674.66,NA,28851.04,NA,59525.7,NA
13786,1857,29,NA,27500.8,NA,26498.45,NA,53999.25,NA
13787,1857,30,NA,29591.66,NA,28318.44,NA,57910.1,NA
13788,1857,31,NA,30477.07,NA,29383.18,NA,59860.25,NA
13789,1857,32,NA,29191.34,NA,27861.19,NA,57052.53,NA
13790,1857,33,NA,29948.42,NA,28670.68,NA,58619.1,NA
13791,1857,34,NA,29210.51,NA,27685.01,NA,56895.52,NA
13792,1857,35,NA,28342.84,NA,27217.87,NA,55560.71,NA
13793,1857,36,NA,26074.57,NA,24751.08,NA,50825.65,NA
13794,1857,37,NA,24457.91,NA,23260.83,NA,47718.74,NA
13795,1857,38,NA,24525.15,NA,23321.09,NA,47846.24,NA
13796,1857,39,NA,23783.02,NA,22296.13,NA,46079.15,NA
13797,1857,40,NA,24307.92,NA,22856.21,NA,47164.13,NA
13798,1857,41,NA,23362.65,NA,21615.19,NA,44977.84,NA
13799,1857,42,NA,21045.67,NA,19579.31,NA,40624.98,NA
13800,1857,43,NA,18604.5,NA,17140.77,NA,35745.27,NA
13801,1857,44,NA,20577.27,NA,18547.51,NA,39124.78,NA
13802,1857,45,NA,20944.05,NA,19119.68,NA,40063.73,NA
13803,1857,46,NA,19323.46,NA,17439.69,NA,36763.15,NA
13804,1857,47,NA,15920.29,NA,13970.08,NA,29890.37,NA
13805,1857,48,NA,15819.35,NA,14003.09,NA,29822.44,NA
13806,1857,49,NA,16886.35,NA,14903.47,NA,31789.82,NA
13807,1857,50,NA,15981.26,NA,14086.12,NA,30067.38,NA
13808,1857,51,NA,16221.21,NA,14112.26,NA,30333.47,NA
13809,1857,52,NA,16077.89,NA,13845.08,NA,29922.97,NA
13810,1857,53,NA,16046.6,NA,13831.39,NA,29877.99,NA
13811,1857,54,NA,16885.54,NA,14358.14,NA,31243.68,NA
13812,1857,55,NA,15335.45,NA,13035.22,NA,28370.67,NA
13813,1857,56,NA,14217.27,NA,12145.27,NA,26362.54,NA
13814,1857,57,NA,14836.03,NA,12250.65,NA,27086.68,NA
13815,1857,58,NA,14537.73,NA,11965.88,NA,26503.61,NA
13816,1857,59,NA,14403.52,NA,11839.48,NA,26243,NA
13817,1857,60,NA,13997.3,NA,11360.25,NA,25357.55,NA
13818,1857,61,NA,12564.84,NA,10188.19,NA,22753.03,NA
13819,1857,62,NA,12694.81,NA,NA,9898.61,NA,22593.42
13820,1857,63,NA,12313.06,NA,NA,9592.8,NA,21905.86
13821,1857,64,NA,12252.48,NA,NA,9238.15,NA,21490.63
13822,1857,65,NA,11017.65,NA,NA,8217.12,NA,19234.77
13823,1857,66,NA,NA,9925.02,NA,NA,NA,NA
13824,1857,67,NA,NA,9330.69,NA,NA,NA,NA
13825,1857,68,NA,NA,9037.32,NA,NA,NA,NA
13826,1857,69,NA,NA,8039.32,NA,NA,NA,NA
13827,1857,70,NA,NA,7692.76,NA,NA,NA,NA
13828,1857,71,NA,NA,6879.27,NA,NA,NA,NA
13829,1857,72,NA,NA,6205.86,NA,NA,NA,NA
13830,1857,73,NA,NA,5371.05,NA,NA,NA,NA
13831,1857,74,NA,NA,5030.57,NA,NA,NA,NA
13832,1857,75,NA,NA,4676.46,NA,NA,NA,NA
13833,1857,76,NA,NA,4597.05,NA,NA,NA,NA
13834,1857,77,NA,NA,3864.52,NA,NA,NA,NA
13835,1857,78,NA,NA,3312.65,NA,NA,NA,NA
13836,1857,79,NA,NA,2716.81,NA,NA,NA,NA
13837,1857,80,NA,NA,2343.46,NA,NA,NA,NA
13838,1857,81,NA,NA,2066.49,NA,NA,NA,NA
13839,1857,82,NA,NA,1681.15,NA,NA,NA,NA
13840,1857,83,NA,NA,1091.73,NA,NA,NA,NA
13841,1857,84,NA,NA,NA,NA,NA,NA,NA
13842,1857,85,NA,NA,NA,NA,NA,NA,NA
13843,1857,86,NA,NA,NA,NA,NA,NA,NA
13844,1857,87,NA,NA,NA,NA,NA,NA,NA
13845,1857,88,NA,NA,NA,NA,NA,NA,NA
13846,1857,89,NA,NA,NA,NA,NA,NA,NA
13847,1857,90,NA,NA,NA,NA,NA,NA,NA
13848,1857,91,NA,NA,NA,NA,NA,NA,NA
13849,1857,92,NA,NA,NA,NA,NA,NA,NA
13850,NA,NA,NA,NA,NA,NA,NA,NA,NA
13851,1857,93,NA,NA,NA,NA,NA,NA,NA
13852,NA,NA,NA,NA,NA,NA,NA,NA,NA
13853,1857,94,NA,NA,NA,NA,NA,NA,NA
13854,37.75,NA,NA,NA,NA,NA,NA,NA,NA
13855,1857,95,NA,NA,NA,NA,NA,NA,NA
13856,25.93,NA,NA,NA,NA,NA,NA,NA,NA
13857,1857,96,NA,NA,NA,NA,NA,NA,NA
13858,17.32,NA,NA,NA,NA,NA,NA,NA,NA
13859,1857,97,NA,NA,NA,NA,NA,0.92,NA
13860,NA,NA,NA,NA,NA,NA,NA,NA,NA
13861,1857,98,NA,NA,NA,NA,NA,0,NA
13862,NA,NA,NA,NA,NA,NA,NA,NA,NA
13863,1857,99,NA,NA,NA,NA,NA,0,NA
13864,NA,NA,NA,NA,NA,NA,NA,NA,NA
13865,1857,NA,NA,NA,NA,NA,NA,NA,NA
13866,NA,NA,NA,NA,NA,NA,NA,NA,NA
13867,1857,NA,NA,NA,NA,NA,NA,NA,NA
13868,NA,NA,NA,NA,NA,NA,NA,NA,NA
13869,1857,NA,NA,NA,NA,NA,NA,NA,NA
13870,NA,NA,NA,NA,NA,NA,NA,NA,NA
13871,1857,NA,NA,NA,NA,NA,NA,NA,NA
13872,NA,NA,NA,NA,NA,NA,NA,NA,NA
13873,1857,NA,NA,NA,NA,NA,NA,NA,NA
13874,NA,NA,NA,NA,NA,NA,NA,NA,NA
13875,1857,NA,NA,NA,NA,NA,NA,NA,NA
13876,NA,NA,NA,NA,NA,NA,NA,NA,NA
13877,1857,NA,NA,NA,NA,NA,NA,NA,NA
13878,NA,NA,NA,NA,NA,NA,NA,NA,NA
13879,1857,NA,NA,NA,NA,NA,NA,NA,NA
13880,NA,NA,NA,NA,NA,NA,NA,NA,NA
13881,1857,NA,NA,NA,NA,NA,NA,NA,NA
13882,NA,NA,NA,NA,NA,NA,NA,NA,NA
13883,1857,NA,NA,NA,NA,NA,NA,NA,NA
13884,NA,NA,NA,NA,NA,NA,NA,NA,NA
13885,1857,NA,NA,NA,NA,NA,NA,NA,NA
13886,0,NA,NA,NA,NA,NA,NA,NA,NA
13887,1858,NA,0,NA,52981.5,NA,54811,107792.5,NA
13888,1858,NA,1,NA,48788.77,NA,49094.47,NA,97883.24
13889,1858,NA,2,NA,46622.73,NA,47294.53,NA,93917.26
13890,1858,NA,3,NA,47906.69,NA,48540.82,NA,96447.51
13891,1858,NA,4,NA,42660.31,NA,42902.18,NA,85562.49
13892,1858,NA,5,NA,37862.27,NA,37972.34,NA,75834.61
13893,1858,NA,6,NA,39254.48,NA,39194.47,NA,78448.95
13894,1858,NA,7,NA,39384.13,NA,38950.61,NA,78334.74
13895,1858,NA,8,NA,40838.28,NA,40416.54,NA,81254.82
13896,1858,NA,9,NA,37713.34,NA,37377.54,NA,75090.88
13897,1858,10,NA,35661.9,NA,35715.8,NA,71377.7,NA
13898,1858,11,NA,34672.94,NA,35071.8,NA,69744.74,NA
13899,1858,12,NA,36763.04,NA,36620.69,NA,73383.73,NA
13900,1858,13,NA,37794.53,NA,37869.24,NA,75663.77,NA
13901,1858,14,NA,35714.59,NA,36033.47,NA,71748.06,NA
13902,1858,15,NA,37116.8,NA,36867.18,NA,73983.98,NA
13903,1858,16,NA,34939.91,NA,34554.85,NA,69494.76,NA
13904,1858,17,NA,35845.14,NA,35581.34,NA,71426.48,NA
13905,1858,18,NA,33170.91,NA,32601.53,NA,65772.44,NA
13906,1858,19,NA,30682.23,NA,30057.59,NA,60739.82,NA
13907,1858,20,NA,29980.25,NA,29468.36,NA,59448.61,NA
13908,1858,21,NA,31157.01,NA,30400.29,NA,61557.3,NA
13909,1858,22,NA,32055.82,NA,31290.4,NA,63346.22,NA
13910,1858,23,NA,32434.43,NA,31510.09,NA,63944.52,NA
13911,1858,24,NA,32793.49,NA,31882.85,NA,64676.34,NA
13912,1858,25,NA,30700.71,NA,30085.35,NA,60786.06,NA
13913,1858,26,NA,28540.9,NA,27667.19,NA,56208.09,NA
13914,1858,27,NA,30795.81,NA,29549.97,NA,60345.78,NA
13915,1858,28,NA,31445.66,NA,29947.59,NA,61393.25,NA
13916,1858,29,NA,29961.41,NA,28126.39,NA,58087.8,NA
13917,1858,30,NA,26833.06,NA,25814.22,NA,52647.28,NA
13918,1858,31,NA,29861.93,NA,28380.59,NA,58242.52,NA
13919,1858,32,NA,30744.25,NA,29442.05,NA,60186.3,NA
13920,1858,33,NA,29427.18,NA,27897.79,NA,57324.97,NA
13921,1858,34,NA,30200.58,NA,28720.85,NA,58921.43,NA
13922,1858,35,NA,29434.14,NA,27712.79,NA,57146.93,NA
13923,1858,36,NA,27858.75,NA,26751.52,NA,54610.27,NA
13924,1858,37,NA,25601.13,NA,24296.3,NA,49897.43,NA
13925,1858,38,NA,24003.47,NA,22822.31,NA,46825.78,NA
13926,1858,39,NA,24070,NA,22881.08,NA,46951.08,NA
13927,1858,40,NA,23335.83,NA,21864.22,NA,45200.05,NA
13928,1858,41,NA,24158.36,NA,22597.79,NA,46756.15,NA
13929,1858,42,NA,23208.04,NA,21353.39,NA,44561.43,NA
13930,1858,43,NA,20884.69,NA,19319.84,NA,40204.53,NA
13931,1858,44,NA,18442.58,NA,16891.75,NA,35334.33,NA
13932,1858,45,NA,20431.57,NA,18306.87,NA,38738.44,NA
13933,1858,46,NA,20657.51,NA,18829.69,NA,39487.2,NA
13934,1858,47,NA,19037.46,NA,17150.53,NA,36187.99,NA
13935,1858,48,NA,15639.4,NA,13682.51,NA,29321.91,NA
13936,1858,49,NA,15555.56,NA,13732.89,NA,29288.45,NA
13937,1858,50,NA,16596.5,NA,14601.39,NA,31197.89,NA
13938,1858,51,NA,15897.77,NA,13895.42,NA,29793.19,NA
13939,1858,52,NA,16135.66,NA,13919.58,NA,30055.24,NA
13940,1858,53,NA,15982.01,NA,13637.38,NA,29619.39,NA
13941,1858,54,NA,15942.05,NA,13617.23,NA,29559.28,NA
13942,1858,55,NA,16784.54,NA,14142.8,NA,30927.34,NA
13943,1858,56,NA,14719.4,NA,12412.03,NA,27131.43,NA
13944,1858,57,NA,13612.41,NA,11536.35,NA,25148.76,NA
13945,1858,58,NA,14206.68,NA,11634.15,NA,25840.83,NA
13946,1858,59,NA,13874.47,NA,11327.18,NA,25201.65,NA
13947,1858,60,NA,13717.75,NA,11188.17,NA,24905.92,NA
13948,1858,61,NA,13606.12,NA,10886.96,NA,24493.08,NA
13949,1858,62,NA,12141.37,NA,NA,9708.38,NA,21849.75
13950,1858,63,NA,12273.95,NA,NA,9426.33,NA,21700.28
13951,1858,64,NA,11863.81,NA,NA,9109.67,NA,20973.48
13952,1858,65,NA,11806.8,NA,NA,8767.21,NA,20574.01
13953,1858,66,NA,10330.49,NA,NA,7746.87,NA,18077.36
13954,1858,67,NA,NA,9274.36,NA,NA,NA,NA
13955,1858,68,NA,NA,8695.26,NA,NA,NA,NA
13956,1858,69,NA,NA,8395.09,NA,NA,NA,NA
13957,1858,70,NA,NA,7403.43,NA,NA,NA,NA
13958,1858,71,NA,NA,7235.53,NA,NA,NA,NA
13959,1858,72,NA,NA,6401.68,NA,NA,NA,NA
13960,1858,73,NA,NA,5740.45,NA,NA,NA,NA
13961,1858,74,NA,NA,4894.92,NA,NA,NA,NA
13962,1858,75,NA,NA,4572.4,NA,NA,NA,NA
13963,1858,76,NA,NA,4163.57,NA,NA,NA,NA
13964,1858,77,NA,NA,4099.95,NA,NA,NA,NA
13965,1858,78,NA,NA,3386.64,NA,NA,NA,NA
13966,1858,79,NA,NA,2863.44,NA,NA,NA,NA
13967,1858,80,NA,NA,2401.01,NA,NA,NA,NA
13968,1858,81,NA,NA,1970.82,NA,NA,NA,NA
13969,1858,82,NA,NA,1728.17,NA,NA,NA,NA
13970,1858,83,NA,NA,1383.68,NA,NA,NA,NA
13971,1858,84,NA,NA,NA,NA,NA,NA,NA
13972,1858,85,NA,NA,NA,NA,NA,NA,NA
13973,1858,86,NA,NA,NA,NA,NA,NA,NA
13974,1858,87,NA,NA,NA,NA,NA,NA,NA
13975,1858,88,NA,NA,NA,NA,NA,NA,NA
13976,1858,89,NA,NA,NA,NA,NA,NA,NA
13977,1858,90,NA,NA,NA,NA,NA,NA,NA
13978,1858,91,NA,NA,NA,NA,NA,NA,NA
13979,1858,92,NA,NA,NA,NA,NA,NA,NA
13980,NA,NA,NA,NA,NA,NA,NA,NA,NA
13981,1858,93,NA,NA,NA,NA,NA,NA,NA
13982,NA,NA,NA,NA,NA,NA,NA,NA,NA
13983,1858,94,NA,NA,NA,NA,NA,NA,NA
13984,49.03,NA,NA,NA,NA,NA,NA,NA,NA
13985,1858,95,NA,NA,NA,NA,NA,NA,NA
13986,24.64,NA,NA,NA,NA,NA,NA,NA,NA
13987,1858,96,NA,NA,NA,NA,NA,NA,NA
13988,14.94,NA,NA,NA,NA,NA,NA,NA,NA
13989,1858,97,NA,NA,NA,NA,NA,3.54,NA
13990,NA,NA,NA,NA,NA,NA,NA,NA,NA
13991,1858,98,NA,NA,NA,NA,NA,0.92,NA
13992,NA,NA,NA,NA,NA,NA,NA,NA,NA
13993,1858,99,NA,NA,NA,NA,NA,0,NA
13994,NA,NA,NA,NA,NA,NA,NA,NA,NA
13995,1858,NA,NA,NA,NA,NA,NA,NA,NA
13996,NA,NA,NA,NA,NA,NA,NA,NA,NA
13997,1858,NA,NA,NA,NA,NA,NA,NA,NA
13998,NA,NA,NA,NA,NA,NA,NA,NA,NA
13999,1858,NA,NA,NA,NA,NA,NA,NA,NA
14000,NA,NA,NA,NA,NA,NA,NA,NA,NA
